#,Kaebuse kuupäev,Kaebuse aasta,Väljaanne,Kaebuse sisu,Lahendi tulemus1,Lahendi tulemus2,Lahendi kuupäev,Otsuse sisu,Otsuse liik,Lahendi liik,Väljaande nimi,Väljaande liik,Koodeks,1.2,1.4,1.5,1.6,2.3,3.1,3.2,3.3,3.5,3.6,3.7,4.1,4.2,4.3,4.4,4.6,4.7,4.8,4.9,4.10,4.11,4.12,5.1,5.2,5.3,6.1,Koodeksipunkte,Lingid
22,22.04.03,2003,"Lääne-Harju Ekspress 23.03.03 ""Vana mehe vaevad"" ",Kaebaja seisukohalt on avaldatud info kontrollimata. Samuti pole kaebaja väitel küsitud temalt kui teiselt poolelt selgitusi. ,pressinõukogu otsus,pressinõukogu otsus,07.08.03,TAUNIV: Ajalehel tulnuks kontrollida avaldatud faktide tõesust ning kuulata ära ka teine osapool. ,tauniv,tauniv,Lääne-Harju Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vana.meedialiit.ee/pressinoukogu/kaebused.php
23,02.05.03,2003,"Postimees 22.04.03 ""Rollikonflikt Kuku raadios"" ","Kaebaja hinnangul on ajaleht rikkunud ajakirjanduseetika koodeksit, kuna on ilma autori nõusolekuta toimetanud vastulauset ja on sellega jätnud välja kriitika toimetuse aadressil. ",pressinõukogu otsus,pressinõukogu otsus,07.08.03,"ÕIGEKSMÕISTEV: Vastulausega on õigus parandada avaldatud materjalis esinevaid faktivigu ja tsitaate ning seda sai kaebaja ka oma vastulausega teha. Pressinõukogu on arvamusel, et toimetusel on õigus vastulauset toimetada. Hinnangulisi kommentaare Postimees ei lisanud. Postimees jättis tekstist alles selle osa, milles sisaldus vastulauseline materjal. ",õigeksmõistev,õigeksmõistev,Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.asn.org.ee/asn_lahendid.php?action=view&num=300
26,12.06.03,2003,"Eesti Ekspress 05.06.03 Tudeng palus õppejõult ""vihjeid"" ",Kaebaja väitel on ajaleht tekitanud isikliku materjali avaldamisega talle põhjendamatuid kannatusi. Kaebaja väitel ei saanud ta ise mingit sõnaõigust. ,pressinõukogu otsus,pressinõukogu otsus,07.08.03,"ÕIGEKSMÕISTEV: Anonüümse materjali avaldamine ei tekitanud kaebajale põhjendamatuid kannatusi, sest kirjade autor on tuvastatav vaid väga kitsale ringile. Ajakirjanduseetika koodeksit ei ole rikutud, sest diskussioon üliõpilase ja õppejõu vahelise sobiliku suhtlemislaadi üle on avalikkuse jaoks oluline ja põhjendab taolise materjali ilmumist. ",õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://meedialiit.ee/kaebused-2003/
28,19.06.03,2003,Estonija 29.05.03 Aitab vaikimisest! ,"Kaebaja pole rahul kahe kriitilise järjestikku ilmunud artikliga, milles kaebaja seisukohta ei ole küsitud. Samuti on avaldatud info kaebaja väitel moonutatud ja kontrollimata ning kahjustab sellega ettevõtte mainet. ",pressinõukogu otsus,pressinõukogu otsus,07.08.03,"TAUNIV: Leht ei eristanud selgelt uudiseid, arvamusi ja oletusi ning ei kontrollinud faktide tõesust. Kuna tegu on kriitilise materjaliga, oleks pidanud sõna andma ka teisele osapoolele. ",tauniv,tauniv,Estonija,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vana.meedialiit.ee/pressinoukogu/kaebused.php
29,13.06.03,2003,Eesti Ekspress 12.06.03 Kaebekirjade meister ,Kaebaja arvates on leht avaldanud anonüümsetest allikatest infot ja tekitanud avaldatuga kaebajale isiklikku ja karjäärialast kahju. Lisaks ei võtnud leht kaebaja kommentaari. ,pressinõukogu otsus,pressinõukogu otsus,18.09.03,ÕIGEKSMÕISTEV: Ajaleht ei ole rikkunud ajakirjanduseetika koodeksi ühtegi punkti. ,õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ekspress.delfi.ee/artikkel/68997363/kaebekirjade-meister
32,23.09.03,2003,Pirita 05.07.03 Meid ümbritsev kurjus ja ükskõiksus ,Ajaleht on kaebajast avaldanud valed andmed ning ei ole andnud võimalust kommentaariks ega ka vastulauseks. ,pressinõukogu otsus,pressinõukogu otsus,04.12.03,"TAUNIV: Kuna ajaleht ei andnud võimalust vastulauseks, on rikutud ajakirjanduseetika koodeksit. ",tauniv,tauniv,Pirita,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.tallinn.ee/est/g1646s10953
34,30.09.03,2003,Äripäev 25.09.03 Kapol Paltsu firmad sihikul ,"Kaebaja leiab, et artiklis on esitatud väiteid, mis on kontrollimata ja ei vasta tõele. ",pressinõukogu otsus,pressinõukogu otsus,30.10.03,"ÕIGEKSMÕISTEV: Äripäeva artiklis avaldatud info oli pärit usaldusväärseilt allikailt ning alust selles kahelda polnud. Kui selgus, et info ei vasta tõele, avaldas leht kohe vabanduse. ",õigeksmõistev,õigeksmõistev,Äripäev,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://meedialiit.ee/kaebused-2003/
35,31.10.03,2003,"SL Õhtuleht 17.10.03 Treener: See oli ikkagi riigikoondis, mitte turule sõitjad. ",Kaebaja seisukohalt on artikkel laimav ja ühepoolne. Kaebajalt pole kommentaare võetud ning sellega selgitusteks võimalust antud. ,pressinõukogu otsus,pressinõukogu otsus,04.12.03,"TAUNIV: Konflikti sisaldava materjali puhul tuleb osapooltele anda võimalus kommentaariks, seda aga ajaleht ei teinud. ",tauniv,tauniv,Õhtuleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ohtuleht.ee/
36,07.11.03,2003,Eesti Päevaleht 29.09.03 Eesti Post hädas Streimanni autodega ,"Kaebaja väitel on artiklis avaldatud eksitavat infot, mis kahjustab kaebaja mainet. Samuti pole artiklis kaebaja kommentaari. ",pressinõukogu otsus,pressinõukogu otsus,15.01.04,TAUNIV: Konflikti sisaldava materjali puhul peab ära kuulama kõik osapooled ning andma neile vastulauseks võimaluse. ,tauniv,tauniv,Eesti Päevaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://epl.delfi.ee/artikkel/50965313/eesti-post-hadas-streimanni-autodega
37,10.11.03,2003,Pärnu Postimees 08.10.03 Kütusesolkijate elu tehakse kibedaks ,"Kaebaja leiab, et artikkel on ühepoolne ja laimav ning artiklis esitatud väited ei ole faktidega tõendatud. Ajaleht ei ole küsinud teise osapoole kommentaari. ",pressinõukogu otsus,pressinõukogu otsus,15.01.04,TAUNIV: Konflikti sisaldava materjali puhul peab ära kuulama kõik osapooled. ,tauniv,tauniv,Pärnu Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://parnu.postimees.ee/
38,28.11.03,2003,SL Õhtuleht 22.11.03 Leppeta ei saa ,"Kaebaja leiab, et antud juhtkirjaga luuakse tahtlikult halvustav ja alavääristav suhtumine kodanikeühendustees, eriti aga ühiskondlikule leppele allakirjutanute suhtes. ",pressinõukogu otsus,pressinõukogu otsus,15.01.04,ÕIGEKSMÕISTEV: Ajakirjandusel on õigus arvamusvabadusele ning kõikidel organisatsioonidel on õigus avaldada oma vastuarvamusi. ,õigeksmõistev,õigeksmõistev,Õhtuleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ohtuleht.ee/
42,16.12.03,2003,Postimees 05.12.03 Kaitsevägi soovib neljandiku võrra rohkem raha ,"Kaebaja leiab, et artiklis pole lahus hoitud fakti ja kommentaari ning on kaebaja seisukoht jäänud küsimata. ",pressinõukogu otsus,pressinõukogu otsus,15.01.04,"TAUNIV: Konflikti sisaldava materjali puhul peavad olema ära kuulatud kõik osapooled. Uudised, arvamused ja oletused peavad olema selgelt eristatavad. ",tauniv,tauniv,Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://elu24.postimees.ee/7475309/kaitsevae-hairetase-tousis-astme-vorra-kas-valmistutakse-runnakuks-eesti-vastu
43,15.12.03,2003,Äripäev 05.12.03 Netimüüjate lubadused katteta ,"Artikkel on kaebaja arvates halvustav, sisaldab eksitavaid väiteid ja faktivigu ning kritiseeritavale ei ole sõna antud. ",pressinõukogu otsus,pressinõukogu otsus,26.02.04,"TAUNIV: Ajaleht ei kuulanud ära kõiki osapooli, kuigi oli tegu kriitilise materjaliga. Samuti oleks leht pidanud kontrollima info tõesust ja allikate usaldusväärsust. ",tauniv,tauniv,Äripäev,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://meedialiit.ee/kaebused-2003/
44,18.12.03,2003,Molodjozh Estonii 03.12.03 Konn-tsaaritar vahetab esikaant ,"Kaebaja leiab, et artiklis oleks pidanud ära kuulama ka õpiku autori ning mitte põhinema ainult ühe osapoole faktidele. ",pressinõukogu otsus,pressinõukogu otsus,26.02.04,"ÕIGEKSMÕISTEV: Kaebaja väide, nagu oleks kritiseeritud osapool jäetud kuulamata, ei leidnud kinnitust. ",õigeksmõistev,õigeksmõistev,Molodjoz Estonii,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://meedialiit.ee/kaebused-2003/
46,20.12.03,2003,Virumaa Nädalaleht 01.10.03 reklaam ,"Kaebaja leiab, et reklaami puhul on tegu eksitava ja laimava info levitamisega, mis on vastuolus eetikakoodeksiga. ",pressinõukogu otsus,pressinõukogu otsus,18.03.04,"TAUNIV: Ajakirjanik kasutas ametist tulenevat mõjuvõimu isiklikes huvides viisil, mis on vastuolus hea tavaga. Materjal ei olnud selgelt eristatud reklaamist ja auditooriumi eksitamine oli tahtlik. ",tauniv,tauniv,Virumaa Nädalaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.vnl.ee/
47,30.12.03,2003,Kesknädal Artiklid Res Publicast 12.11-24.12 ,Kaebaja väitel on artiklites tõestamata väited ning alusmaterjal on jäetud kontrollimata. Samuti pole antud võimalust kaebajale oma seisukohtade seletamiseks. ,pressinõukogu otsus,pressinõukogu otsus,18.03.04,"TAUNIV: Leht ei ole eristanud uudiseid, arvamusi ja kommentaare ning ei andnud sõna teisele osapoolele. ",tauniv,tauniv,Kesknädal,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://meedialiit.ee/kaebused-2003/
48,17.02.04,2004,Harjumaa 03.02.04 Tiit Mae korruptiivsest tegevusest ,"Kaebaja väitel on ajaleht avaldanud alusetuid süüdistusi, mida toimetus ei ole kontrollinud. Kaebaja on seisukohal, et kirjutis on au ja väärikust teotav. ",pressinõukogu otsus,pressinõukogu otsus,18.03.04,"ÕIGEKSMÕISTEV: Leht ei saanud eirata 52 vallaelaniku arvamusavaldust, mis tõstatas olulised küsimused. Kuna kaebaja on avaliku elu tegelane, oli ka avalikkuse huvi põhjendatud. ",õigeksmõistev,õigeksmõistev,Harjumaa,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://meedialiit.ee/otsus-nr-48/
49,20.02.04,2004,Postimees 18.02.04 Haige lapse tulek lasteaeda häiris vanemaid ,"Kaebaja leiab, et artiklis on mindud vastuollu ÜRO lapse õiguste konventsiooniga ning selles on kahjustatud last, kes ise enda huvide eest seista ei saa. ",pressinõukogu otsus,pressinõukogu otsus,18.03.04,TAUNIV: Detailse info avaldamine lapse tervisliku seisundi kohta ei olnud põhjendatud. ,tauniv,tauniv,Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.postimees.ee/1399191/haige-lapse-tulek-lasteaeda-hairis-vanemaid
50,26.02.04,2004,Virumaa Teataja 03.02.04 Ikka konkurentsitult parim ,"Kaebaja leiab, et kirjas esitatud faktid on kontrollimata ja pole seepärast usaldusväärsed. ",pressinõukogu otsus,pressinõukogu otsus,29.04.04,ÕIGEKSMÕISTEV: Leht andis mõlemale osapoolele sõna. ,õigeksmõistev,õigeksmõistev,Virumaa Teataja,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://virumaateataja.postimees.ee/2434377/ikka-konkurentsitult-parim/comments
52,03.03.04,2004,Krengolmski Prospekt 19.02.04 ,Leht on avaldanud kaebaja kohta kontrollimata infot. ,pressinõukogu otsus,pressinõukogu otsus,29.04.04,TAUNIV: Leht oleks pidanud kontrollima faktide tõesust ning vastulauset avaldades loobuma oma kommentaaridest. ,tauniv,tauniv,Krengolmski Prospekt,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vana.meedialiit.ee/pressinoukogu/kaebused.php
53,03.03.04,2004,Lääne-Harju Ekspress 07.02.04 artikliteseeria Keila Tarbijate Ühistust ,Kaebaja ei ole rahul eksitava info ning kontrollimata faktide avaldamisega artiklites. Kaebaja võimalust kommentaariks ei saanud. ,pressinõukogu otsus,pressinõukogu otsus,29.04.04,"TAUNIV: Ajaleht ei andnud kritiseeritavale osapoolele sõna. Samuti olid artiklites segi faktid, arvamused ja kommentaarid. ",tauniv,tauniv,Lääne-Harju Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vana.meedialiit.ee/pressinoukogu/kaebused.php
54,09.03.04,2004,"Vesti 27.02.04 Kiri ""Eesti Juudiusu Koguduse valimistest"" ","Kaebaja pole rahul kirjutise þanriga ning sellega, et ei saanud oma seisukohta avaldada. ",pressinõukogu otsus,pressinõukogu otsus,08.07.04,"TAUNIV: Pressinõukogu leiab, et toimetus pidanuks kontrollima materjali usaldusväärsust ja tõesust. Samuti peavad lugejakirjad olema selged ja arusaadavad ja mitte anonüümsed. ",tauniv,tauniv,Vesti,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vana.meedialiit.ee/pressinoukogu/kaebused.php
55,19.03.04,2004,Eesti Päevaleht 25.02.04 Küsimused Miki-hiirtele ,Kaebaja väitel on kirjutis halvustav ja solvav. ,pressinõukogu otsus,pressinõukogu otsus,29.04.04,ÕIGEKSMÕISTEV: Autor omab õigust avaldada arvamusartiklites vabalt oma seisukohti ,õigeksmõistev,õigeksmõistev,Eesti Päevaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://epl.delfi.ee/a/50981806
56,19.03.04,2004,"Pärnu Postimees 17.03.04 Kiri ""Mõttetu omavalitsus"" ",Kaebaja peab artiklit laimavaks. Samuti ei antud kaebajale võimalust seisukoha ütlemiseks. ,pressinõukogu otsus,pressinõukogu otsus,08.07.04,"ÕIGEKSMÕISTEV: Leht andis kaebajale võimaluse oma seisukoha avaldamiseks, kuid seda kaebaja ei kasutanud. Lugejakirja avaldamine lehes oli Pressinõukogu arvates põhjendatud. ",õigeksmõistev,õigeksmõistev,Pärnu Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vana.meedialiit.ee/pressinoukogu/kaebused.php
57,23.03.04,2004,Postimees 22.03.04 CV Keskus vahendab naisi seadusi eirates välismaale ,Kaebaja väitel on artiklis esitatud eksitavat infot ning alusetuid süüdistusi. ,pressinõukogu otsus,pressinõukogu otsus,27.05.04,"ÕIGEKSMÕISTEV:  Postimees ei ole head ajakirjandustava rikkunud, sest osapooled on saanud artiklis sõna ning esitatud faktid on kontrollitud. CV Keskuse roll konkursil ei piirdunud kuulutuse avaldamisega, vaid ta osales aktiivselt konkursi läbiviimisel. ",õigeksmõistev,õigeksmõistev,Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.postimees.ee/1404711/cv-keskus-vahendab-naisi-seadusi-eirates-valismaale
58,30.03.04,2004,Äripäeva lisa Puhkepäev 09.01.04 Vaene Fellini ,"Kaebaja leiab, et artiklis on avaldatud kontrollimata sisuga infot. Lisaks kahjustab kirjutis kaebaja mainet. ",pressinõukogu otsus,pressinõukogu otsus,27.05.04,"ÕIGEKSMÕISTEV: Iga autor omab õigust arvamusartiklites vabalt oma seisukohti avaldada. Antud kirjutise puhul saab tegemist olla pigem maitseküsimusega, mille osas ei saa anda hinnangut ajakirjanduseetika seisukohast. ",õigeksmõistev,õigeksmõistev,Äripäev,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.aripaev.ee/c/extra
59,10.04.04,2004,Tartu Postimees 05.04.04 Veski tänava maja remont loob segadust ,"Kaebaja leiab, et artiklis on esitatud alusetuid süüdistusi ning jäetud arvamused ja oletused eristamata. ",pressinõukogu otsus,pressinõukogu otsus,08.07.04,"ÕIGEKSMÕISTEV: Pressinõukogu on seisukohal, et artiklis on viidatud korrektselt infoallikatele ning need on eristatud autori arvamustest. Samuti on leht kuulanud ära kõik osapooled. ",õigeksmõistev,õigeksmõistev,Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.postimees.ee/1406917/veski-tanava-maja-remont-loob-segadust/comments
60,15.04.04,2004,Äripäev 02.03.04 Kaitsevägi tellis röövraide ,Kaebaja arvates esitab ajakirjanik isiklikke hinnanguid faktidena ja käsitleb eri institutsioone kurjategijatena enne vastavat kohtuotsust. ,pressinõukogu otsus,pressinõukogu otsus,07.10.04,"ÕIGEKSMÕISTEV: Uudismaterjal oli artiklis faktidega kinnitatud ning sõna ""röövraie"" kasutamine põhjendatud. ",õigeksmõistev,õigeksmõistev,Äripäev,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.aripaev.ee/t/kaitsevagi
